"region_id","typhoon_no","mean","typhoon_name","year","order_key","ty_label"
16,"2017288N09138",-1.36619144201972,"LAN",2017,408,"2017-LAN"
16,"2018239N11161",-2.68148181303797,"JEBI",2018,452,"2018-JEBI"
16,"2018263N12146",-1.23580084340309,"TRAMI",2018,457,"2018-TRAMI"
17,"2011253N20145",0.121108752189829,"ROKE",2011,90,"2011-ROKE"
17,"2013255N20148",0.131426359002784,"MAN-YI",2013,194,"2013-MAN-YI"
17,"2014209N12152",0.174464418243553,"HALONG",2014,241,"2014-HALONG"
17,"2014275N06166",0.160878945501846,"VONGFONG",2014,249,"2014-VONGFONG"
17,"2015249N18142",0.155103982673336,"ETAU",2015,297,"2015-ETAU"
17,"2017252N14147",0.185599307565226,"TALIM",2017,402,"2017-TALIM"
17,"2017288N09138",0.156138870308584,"LAN",2017,408,"2017-LAN"
17,"2018239N11161",0.380802593778034,"JEBI",2018,452,"2018-JEBI"
18,"2011253N20145",-1.38879927702298,"ROKE",2011,90,"2011-ROKE"
18,"2013255N20148",-1.39448745173951,"MAN-YI",2013,194,"2013-MAN-YI"
